Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act,turn_index
7772,"So-so that's-that's what I'm doing, now.",Mark,fear,782,9,3,19,"00:00:49,466","00:00:53,343",s,9
7773,Wow! Umm....,Rachel,surprise,782,10,3,19,"00:00:56,806","00:00:57,931",b,10
7774,I dropped a cup.,Gunther,neutral,782,11,3,19,"00:01:09,069","00:01:10,360",s,11
7820,They made you head of the department!,Rachel,joy,791,0,8,12,"00:01:55,115","00:02:00,202",s,0
7821,"No, I get to teach one of his advanced classes! Why didn't I get head of the department?",Ross,joy,791,1,8,12,"00:01:55,115","00:02:04,373",q,1
7822,"Oh! Hey Rach, listen umm",Joey,neutral,791,2,8,12,"0:02:05,375","0:02:06,877",g,2
7823,Yeah.,Rachel,neutral,791,3,8,12,"0:02:06,877","0:02:07,381",b,3
7824,"I got a big date coming up, do you know a good restaurant?",Joey,neutral,791,4,8,12,"00:02:07,502","00:02:10,003",q,4
7825,"Uh, Paul's Café. They got great food and it's really romantic.",Rachel,neutral,791,5,8,12,"00:02:10,588","00:02:15,259",ans,5
7826,"Ooh, great! Thanks!",Joey,joy,791,6,8,12,"00:02:15,426","00:02:16,844",g,6
7827,"Yeah! Oh, and then afterwards you can take her to the",Rachel,neutral,791,7,8,12,"00:02:17,011","00:02:20,556",o,7
7828,"You sure are naming a lot of ways to postpone sex, I'll tell ya",Joey,neutral,791,8,8,12,"00:02:27,438","00:02:31,066",s,8
7829,"Ooh, I miss dating.",Rachel,sadness,791,9,8,12,"0:02:31,568","0:02:33,737",s,9
7830,Gettin' all dressed up and going to a fancy restaurant.,Rachel,neutral,791,10,8,12,"0:02:33,737","0:02:36,343",s,10
7831,"I'm not gonna be able to do that for so long, and it's so much fun!",Rachel,joy,791,11,8,12,"00:02:37,157","00:02:41,410",s,11
7842,Hi!,Rachel,joy,792,0,9,19,"0:09:17,724","0:09:18,986",g,0
7843,Hey!,Joey,joy,792,1,9,19,"0:09:18,986","0:09:19,197",g,1
7844,"Joey, I gotta tell ya, I've been thinking",Rachel,neutral,792,2,9,19,"00:09:19,309","00:09:24,106",s,2
7845,"Oh, you know, the writing was good, and the director is good, and... and my co-star's good",Joey,joy,792,3,9,19,"00:09:24,273","00:09:32,197",o,3
7846,"God, you have to tell me what happens tomorrow!",Rachel,joy,792,4,9,19,"00:09:35,909","00:09:38,036",s,4
7847,"Ow, I'm just going over the script now! You wanna read lines with me?",Joey,surprise,792,5,9,19,"00:09:38,245","00:09:41,039",q,5
7848,"Me? Oh, no, I am not an actress.",Rachel,disgust,792,6,9,19,"00:09:41,206","00:09:44,668",ans,6
7849,"Oh, all right, I can ask Monica.",Joey,neutral,792,7,9,19,"0:09:44,876","0:09:46,218",a,7
7850,"Oh screw her, that part is mine!",Rachel,anger,792,8,9,19,"0:09:46,218","0:09:47,352",s,8
7851,"Right... ok, so just from the top of the page, right here.",Joey,neutral,792,9,9,19,"00:09:48,880","00:09:51,675",s,9
7852,"Okay. . Hello Drake, I'm surprised to see you here.",Rachel,surprise,792,10,9,19,"00:09:51,842","00:09:59,850",s,10
7853,I can't believe you married him.,Joey/Drake,surprise,792,11,9,19,"00:10:00,058","00:10:03,353",s,11
7915,Hi.,Monica,neutral,797,0,1,21,"0:17:40,017","0:17:40,859",g,0
7916,Hey.,Fake Monica,neutral,797,1,1,21,"0:17:40,859","0:17:42,407",g,1
7917,How are you?,Monica,neutral,797,2,1,21,"00:17:42,561","00:17:44,187",q,2
7918,"I'm not too bad. Fortunately, blue's my colour. How-how did you know I was here?",Fake Monica,neutral,797,3,1,21,"00:17:44,354","00:17:49,776",q,3
7919,Because... I'm Monica Geller. It was my credit card you were using.,Monica,neutral,797,4,1,21,"00:17:51,862","00:17:59,702",ans,4
7920,That I was not expecting.,Fake Monica,surprise,797,5,1,21,"00:17:59,870","00:18:02,246",s,5
7921,"I want you to know, it wasn't me who turned you in.",Monica,neutral,797,6,1,21,"00:18:02,414","00:18:05,041",o,6
7922,Oh. Thanks.,Fake Monica,neutral,797,7,1,21,"00:18:05,209","00:18:10,088",g,7
7923,"No, thank you! You have given me so much! I mean, if it wasn't for you, I would never have gotten to sing",Monica,joy,797,8,1,21,"00:18:07,002","00:18:10,088",o,8
7924,"Well, actually, you only got to sing 'Memo-'.",Fake Monica,neutral,797,9,1,21,"00:18:17,930","00:18:20,056",s,9
7925,I just can't believe you're in here.,Monica,surprise,797,10,1,21,"0:18:22,476","0:18:23,728",s,10
7926,"I mean, what am I gonna do without you?",Monica,sadness,797,11,1,21,"0:18:23,728","0:18:26,455",q,11
7989,I don't know how any of these got opened?!,Monica,surprise,806,0,8,2,"00:17:21,373","00:17:23,833",q,0
7990,You opened them all?,Joey,surprise,806,1,8,2,"00:17:25,627","00:17:29,547",q,1
7991,"I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!",Monica,joy,806,2,8,2,"00:17:25,627","00:17:32,675",o,2
7992,Oh hey! You got my parent's gift!,Joey,joy,806,3,8,2,"0:17:33,052","0:17:35,864",s,3
7993,Yeah. What is that?,Monica,neutral,806,4,8,2,"0:17:35,864","0:17:37,277",q,4
7994,"Well, I don't know. I think it does something to salami.",Joey,sadness,806,5,8,2,"00:17:37,431","00:17:40,475",ans,5
7995,Hey! How'd it go?,Monica,sadness,806,6,8,2,"0:17:43,145","0:17:44,438",q,6
7996,Yeah. What-what did Tag say?,Joey,neutral,806,7,8,2,"0:17:44,438","0:17:46,293",q,7
7997,Tag is not the father! And Joey knows now?,Rachel,sadness,806,8,8,2,"00:17:46,440","00:17:49,650",ans,8
7998,"I do Rach. I do, and I so happy for you.",Joey,joy,806,9,8,2,"00:17:49,902","00:17:53,905",ag,9
7999,"Oh wow, you didn't even try to unhook my bra!",Rachel,surprise,806,10,8,2,"00:17:56,575","00:18:00,119",s,10
8000,So are you ever gonna tell whoever it is?,Monica,neutral,806,11,8,2,"00:18:02,498","00:18:05,166",q,11
8018,Yes!,Joey,joy,809,0,6,6,"00:08:20,958","00:08:22,125",s,0
8019,I win again!,Joey,joy,809,1,6,6,"0:08:22,293","0:08:23,253",s,1
8020,Ha-ha!,Joey,joy,809,2,6,6,"0:08:23,253","0:08:25,839",oth,2
8021,That's like 500 bucks you owe me!,Joey,joy,809,3,6,6,"0:08:25,839","0:08:26,231",s,3
8022,Whoo-ho-hoo!,Joey,joy,809,4,6,6,"0:08:26,231","0:08:26,373",oth,4
8023,$500 that is a loooot of electricity!,Joey,joy,809,5,6,6,"00:08:26,756","00:08:33,178",o,5
8024,Whoo-ho-ho!,Joey,joy,809,6,6,6,"00:08:28,633","00:08:33,178",oth,6
8025,I gotta buy some food.,Joey,neutral,809,7,6,6,"00:08:33,346","00:08:35,680",s,7
8026,"Okay, give me a chance to win my money back. Okay? Sudden death, one goal, $1,000.",Chandler,neutral,809,8,6,6,"00:08:35,848","00:08:41,728",s,8
8027,You serious?,Joey,surprise,809,9,6,6,"0:08:42,313","0:08:42,905",q,9
8028,Oh yes!,Chandler,anger,809,10,6,6,"0:08:42,905","0:08:43,829",ans,10
8029,"Okay, get ready to owe me!",Joey,joy,809,11,6,6,"00:08:44,315","00:08:47,484",s,11
8034,Who is that?!,Monica,surprise,810,0,7,9,"00:06:20,922","00:06:22,047",q,0
8035,"Don't worry, I'm brave!",Chandler,sadness,810,1,7,9,"0:06:22,840","0:06:23,883",o,1
8036,I am brave!,Chandler,fear,810,2,7,9,"0:06:23,883","0:06:24,968",o,2
8037,II am brave!,Chandler,fear,810,3,7,9,"0:06:24,968","0:06:27,033",o,3
8038,No-no-no-no!!,Chandler,fear,810,4,7,9,"00:06:28,471","00:06:30,263",oth,4
8039,Can you tell me who is there please?,Chandler,neutral,810,5,7,9,"00:06:31,557","00:06:33,809",q,5
8040,Hi!,Gary,joy,810,6,7,9,"00:06:39,899","00:06:41,191",g,6
8041,Hi. Do you know what time it is?,Monica,neutral,810,7,7,9,"00:06:39,899","00:06:43,902",q,7
8042,It's candy time! My roommate says that they taste like little drops of heaven.,Gary,joy,810,8,7,9,"00:06:45,446","00:06:48,573",ans,8
8043,Oh please! Did you hear that? Little drops of heaven.,Monica,joy,810,9,7,9,"00:06:48,783","00:06:53,829",s,9
8044,4:00 A.M.,Chandler,neutral,810,10,7,9,"00:06:55,415","00:06:56,957",s,10
8045,"So, can I get some candy?",Gary,neutral,810,11,7,9,"00:06:57,208","00:06:59,376",q,11
8065,What about these? These look the same?,Monica,neutral,812,0,5,19,"00:21:28,620","00:21:30,454",q,0
8066,Definitely!,Phoebe,joy,812,1,5,19,"0:21:30,664","0:21:31,596",ans,1
8067,Not as each other!,Monica,neutral,812,2,5,19,"0:21:31,596","0:21:32,756",o,2
8068,"Oh, then no.",Phoebe,neutral,812,3,5,19,"00:21:32,874","00:21:34,667",ag,3
8069,Hey!,Chandler,joy,812,4,5,19,"0:21:37,296","0:21:37,964",g,4
8070,Hi!,Monica,anger,812,5,5,19,"0:21:37,964","0:21:39,186",g,5
8073,You look amazing. I'm the luckiest man in the world.,Chandler,joy,812,8,5,19,"00:21:39,506","00:21:42,758",o,6
8074,"Ohh, you're about to get a little luckier.",Monica,joy,812,9,5,19,"00:21:42,926","00:21:45,594",s,7
8075,Let me see the earrings.,Chandler,neutral,812,10,5,19,"0:21:45,762","0:21:46,764",s,8
8076,"Oh, honey, the earrings",Monica,neutral,812,11,5,19,"0:21:46,764","0:21:48,536",s,9
8077,They look great! Does your boyfriend have the best taste or what?,Chandler,joy,812,12,5,19,"00:21:48,682","00:21:52,893",q,10
8078,My boyfriend really does have good taste!,Monica,joy,812,13,5,19,"00:21:54,479","00:21:56,147",ans,11
8151,Oh hey! How was your audition?,Phoebe,joy,820,0,7,19,"00:00:05,380","00:00:08,257",q,0
8152,"I'm sorry, do I know you?",Joey,neutral,820,1,7,19,"00:00:08,842","00:00:11,260",q,1
8153,What are you doing?,Phoebe,neutral,820,2,7,19,"00:00:12,762","00:00:13,804",q,2
8154,"Nothing, I'm just practicing blowing you off because I'm gonna be a big movie star!",Joey,surprise,820,3,7,19,"00:00:13,972","00:00:16,724",ans,3
8155,Oh! You got it?!,Phoebe,sadness,820,4,7,19,"00:00:16,891","00:00:18,892",q,4
8156,"Well no, not yet. But the audition went really good.",Joey,joy,820,5,7,19,"0:00:19,060","0:00:21,521",ans,5
8157,What was it for?,Monica,neutral,820,6,7,19,"0:00:21,521","0:00:22,718",q,6
8158,"Oh, it's this big budget period movie about these three Italian brothers who come to America around the turn of the century.",Joey,neutral,820,7,7,19,"00:00:22,814","00:00:30,320",ans,7
8159,It's really classy!,Joey,joy,820,8,7,19,"00:00:26,609","00:00:30,320",o,8
8160,"Oh, and the director is supposed to be the next next Martin Scorcese.",Joey,joy,820,9,7,19,"00:00:30,488","00:00:34,783",s,9
8161,The next next?,Phoebe,neutral,820,10,7,19,"00:00:36,619","00:00:37,911",q,10
8162,"Yeah, there's this guy from Chicago who's supposed to be the next Martin Scorcese, all right?",Joey,neutral,820,11,7,19,"00:00:38,079","00:00:41,915",ans,11
8173,Oh please! It was such a big class! You never even noticed me!,Elizabeth,joy,821,0,6,18,"00:09:47,253","00:09:51,923",o,0
8174,"What? Of course I did! You uh, you sat next to Sleepy Sleeperson.",Ross,surprise,821,1,6,18,"00:09:52,091","00:09:56,386",dag,1
8175,Who?,Elizabeth,neutral,821,2,6,18,"00:09:56,554","00:09:57,596",q,2
8176,"Oh uh, I had trouble remembering everyone's name, so I-I kinda came up with nicknames.",Ross,neutral,821,3,6,18,"00:09:57,763","00:10:06,271",ans,3
8177,Like the guy on the other side of you was Smelly von Brownshirt.,Ross,neutral,821,4,6,18,"00:10:02,059","00:10:06,271",s,4
8178,"Oh yeah. So umm, did you have a nickname for me?",Elizabeth,neutral,821,5,6,18,"00:10:06,439","00:10:14,321",q,5
8179,"Umm, no. No.",Ross,neutral,821,6,6,18,"00:10:09,692","00:10:14,321",ans,6
8180,Yes you did! What was it?,Elizabeth,surprise,821,7,6,18,"00:10:14,488","00:10:16,406",q,7
8181,"Umm, it's Cutie McPretty.",Ross,neutral,821,8,6,18,"00:10:19,368","00:10:20,869",ans,8
8182,Ohh that's so sweet!,Elizabeth,joy,821,9,6,18,"00:10:21,037","00:10:24,873",s,9
8183,"Listen, I gotta tell ya, I-I'm having a great time!",Ross,joy,821,10,6,18,"00:10:25,041","00:10:28,376",s,10
8184,"Y'know how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but it's not.",Ross,surprise,821,11,6,18,"00:10:28,586","00:10:38,011",o,11
8197,Hey.,All,neutral,823,0,3,3,"00:15:59,959","00:16:01,250",g,0
8198,How's the maniac?,Ross,neutral,823,1,3,3,"00:16:01,418","00:16:02,669",q,1
8199,"Oh, well he's yummy. We did a little kissin'.",Phoebe,joy,823,2,3,3,"00:16:02,836","00:16:06,130",ans,2
8200,"Phoebe, what are you doing?",Rachel,surprise,823,3,3,3,"00:16:07,299","00:16:08,716",q,3
8201,"Oh, no, no, no, no. You know what, he's not into that stuff anymore. He quit for me.",Phoebe,neutral,823,4,3,3,"00:16:08,824","00:16:13,888",ans,4
8202,"Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that.",Rachel,disgust,823,5,3,3,"00:16:14,046","00:16:22,063",o,5
8203,"Look, he gave me his night vision goggles and everything.",Phoebe,joy,823,6,3,3,"00:16:22,356","00:16:25,692",s,6
8204,You're taking the word of a guy who has night vision goggles?,Ross,surprise,823,7,3,3,"00:16:26,694","00:16:30,655",s,7
8205,"What, he's not still following her. Do you think he is still following her?",Phoebe,surprise,823,8,3,3,"00:16:30,823","00:16:34,701",q,8
8206,"Pheebs, wake up and smell the restraining order.",Chandler,disgust,823,9,3,3,"00:16:34,868","00:16:37,954",s,9
8207,What are you saying I should do?,Phoebe,neutral,823,10,3,3,"00:16:40,040","00:16:41,249",q,10
8208,"I think, that if you really like this guy, you should just trust him.",Monica,neutral,823,11,3,3,"00:16:41,417","00:16:44,502",ans,11
8224,"Wow, I have the spirit of an old Indian women living in mine.",Phoebe,neutral,827,0,3,16,"00:04:49,080","00:04:52,666",s,0
8225,So then you know?,Monica,joy,827,1,3,16,"00:04:53,918","00:04:54,960",q,1
8226,"The mailman was downstairs, so I brought up your mail.",Phoebe,neutral,827,2,3,16,"00:04:58,298","00:05:00,549",s,2
8227,"Oh, good. Thanks.",Monica,neutral,827,3,3,16,"0:05:00,717","0:05:01,969",g,3
8228,Now what is Fabutec?,Phoebe,neutral,827,4,3,16,"0:05:01,969","0:05:03,939",q,4
8229,"Okay, all right don't judge me to much.",Monica,fear,827,5,3,16,"0:05:04,429","0:05:06,765",s,5
8230,Okay?,Monica,neutral,827,6,3,16,"0:05:06,765","0:05:07,239",s,6
8231,"Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.",Monica,neutral,827,7,3,16,"00:05:07,348","00:05:15,230",s,7
8232,"But there was this stuff on leg waxing, it just, it looked so amazing....",Monica,joy,827,8,3,16,"00:05:15,940","00:05:18,358",s,8
8235,"Oh, it's incredible! I so want to be a Waxine girl.",Phoebe,joy,827,11,3,16,"00:05:21,404","00:05:24,031",o,9
8236,I know!!,Monica,joy,827,12,3,16,"00:05:24,198","00:05:25,449",ag,10
8237,God. Do think it really doesn't hurt? Cause how can they do that?,Phoebe,fear,827,13,3,16,"00:05:26,826","00:05:30,287",q,11
8275,Hey!,Ross,anger,832,0,4,10,"00:00:02,794","00:00:04,586",g,0
8276,"I'm sorry I'm late, did I miss anything?",Ross,neutral,832,1,4,10,"00:00:04,963","00:00:06,755",q,1
8277,Joey stuffing 15,Phoebe,neutral,832,2,4,10,"00:00:07,007","00:00:09,675",s,2
8278,15? Your personal best! (Ross takes an,Ross,surprise,832,3,4,10,"00:00:12,262","00:00:16,015",o,3
8279,Where were you?,Phoebe,neutral,832,4,4,10,"00:00:19,060","00:00:20,436",q,4
8280,"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",Ross,neutral,832,5,4,10,"00:00:20,729","00:00:24,440",ans,5
8281,"Oh, yeah! How did you meet her?",Chandler,surprise,832,6,4,10,"0:00:24,733","0:00:26,155",q,6
8282,"Oh, which museum?",Phoebe,neutral,832,7,4,10,"0:00:26,155","0:00:27,614",q,7
8283,"No, answer his.",Phoebe,neutral,832,8,4,10,"00:00:27,944","00:00:29,862",s,8
8284,"Okay, it was just me and her at the back of the train, and I sat near the door, so she'd have to pass by me if she wanted to switch cars.",Ross,joy,832,9,4,10,"00:00:33,199","00:00:40,748",ans,9
8285,She was totally at my mercy.,Ross,joy,832,10,4,10,"00:00:36,786","00:00:40,748",s,10
8286,Were you so late because you were burring this woman?,Chandler,sadness,832,11,4,10,"00:00:40,957","00:00:44,251",q,11
8314,"Look, I wanted to tell I'm-I'm sorry you lost.",Monica,sadness,835,0,8,6,"00:20:59,758","00:21:02,510",ap,0
8315,"Listen, I've got a secret for ya. I let him win.",Chandler,neutral,835,1,8,6,"00:21:02,678","00:21:06,472",s,1
8316,Is that a secret or a lie.,Monica,anger,835,2,8,6,"00:21:06,640","00:21:09,850",q,2
8317,"No, I let him winRoss!",Chandler,neutral,835,3,8,6,"0:21:10,018","0:21:12,104",ans,3
8318,Yeah?,Ross,surprise,835,4,8,6,"0:21:12,104","0:21:12,412",s,4
8319,Would you tell her I let you win please?,Chandler,anger,835,5,8,6,"00:21:12,521","00:21:14,730",s,5
8320,Oh. Yeah. Uh Chandler,Ross,neutral,835,6,8,6,"00:21:14,898","00:21:18,150",ag,6
8321,I am strong! I'll show you!,Chandler,anger,835,7,8,6,"00:21:26,201","00:21:29,120",o,7
8322,Chandler please!,Monica,disgust,835,8,8,6,"00:21:29,288","00:21:30,913",s,8
8323,Oh what's the matter? Are you scared?,Chandler,anger,835,9,8,6,"00:21:31,081","00:21:32,999",q,9
8324,Let's go big bunny!,Monica,anger,835,10,8,6,"00:21:34,001","00:21:35,584",ans,10
8325,Okay. 123Go! I'm gonna kill myself!,Chandler,neutral,835,11,8,6,"00:21:45,387","00:21:54,020",ag,11
8343,No I'm not.,Ursula,anger,839,0,6,14,"00:16:26,860","00:16:30,446",dag,0
8344,You're making one right now!,Phoebe,anger,839,1,6,14,"00:16:33,033","00:16:34,784",s,1
8345,And-,Phoebe,neutral,839,2,6,14,"00:16:35,577","00:16:38,913",oth,2
8346,"Yeah, can I help you with something?",Ursula,neutral,839,3,6,14,"00:16:39,123","00:16:41,040",q,3
8347,"Look, I'm talking right now! You'reyou mean her.",Phoebe,joy,839,4,6,14,"00:16:43,585","00:16:47,755",s,4
8348,"Y'know, twin stuff is always a real big seller.",Ursula,neutral,839,5,6,14,"00:16:47,923","00:16:51,342",s,5
8349,What?!,Phoebe,surprise,839,6,6,14,"00:16:51,510","00:16:53,052",q,6
8350,"Yeah, I can talk them into giving you like, 30 dollars.",Ursula,neutral,839,7,6,14,"00:16:53,262","00:16:57,765",ans,7
8351,No!!,Phoebe,disgust,839,8,6,14,"0:16:59,810","0:17:01,938",dag,8
8354,And stop using my name!,Phoebe,anger,839,11,6,14,"0:17:02,187","0:17:03,999",c,9
8355,And shame on you!,Phoebe,disgust,839,12,6,14,"0:17:03,999","0:17:05,495",s,10
8356,And shame on all of you!,Phoebe,disgust,839,13,6,14,"0:17:05,607","0:17:07,026",s,11
8359,Hey!,Phoebe,joy,840,0,1,12,"0:12:48,559","0:12:49,281",g,0
8360,Hi Pheebs!,Rachel,joy,840,1,1,12,"0:12:49,281","0:12:50,565",g,1
8361,Are you moving out?,Phoebe,neutral,840,2,1,12,"00:12:50,936","00:12:51,978",q,2
8362,"No, these aren't all my suitcases. This one's Paolo's.",Rachel,neutral,840,3,1,12,"00:12:52,146","00:12:56,107",ans,3
8363,"Um, um, Rachel can we talk for a sec?",Phoebe,neutral,840,4,1,12,"00:12:56,275","00:13:01,571",q,4
8364,"Well, sure...just a sec, though, 'cause Paolo's on his way over.",Rachel,neutral,840,5,1,12,"00:13:02,281","00:13:06,785",ans,5
8365,"Oh! Ok, um, ok, um,",Phoebe,fear,840,6,1,12,"00:13:07,828","00:13:13,416",ag,6
8366,"Oh, Pheebs, Pheebs...",Rachel,joy,840,7,1,12,"00:13:14,502","00:13:15,585",oth,7
8367,"Ok, um, we haven't known each other for that long a time, and, um, there are three things that you should know about me.",Phoebe,neutral,840,8,1,12,"00:13:16,420","00:13:24,177",s,8
8368,"One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world.",Phoebe,neutral,840,9,1,12,"00:13:24,720","00:13:35,480",s,9
8369,"Ok, thanks Pheebs Oh my God, why have I never tasted these before?!",Rachel,surprise,840,10,1,12,"00:13:38,359","00:13:51,329",q,10
8370,"Oh, I don't make them a lot because I don't think it's fair to the other cookies",Phoebe,neutral,840,11,1,12,"00:13:51,497","00:13:55,416",ans,11
8422,I can't believe this. Do you think that your parents could help pay for it?,Monica,surprise,843,0,7,2,"00:12:28,164","00:12:30,999",q,0
8423,"I don't know, my mother spent most of her money on her fourth wedding.",Chandler,sadness,843,1,7,2,"00:12:31,208","00:12:36,671",ans,1
8424,She's saving the rest for her divorce.,Chandler,anger,843,2,7,2,"00:12:36,839","00:12:39,215",s,2
8425,And any extra cash my father has he saves for his yearly trips to,Chandler,neutral,843,3,7,2,"00:12:39,508","00:12:44,220",s,3
8426,Well what happened at dinner?,Rachel,neutral,843,4,7,2,"00:12:48,684","00:12:49,934",q,4
8427,My parents spent the money for our wedding!,Monica,anger,843,5,7,2,"00:12:50,102","00:12:52,228",s,5
8428,My God! What did you order?!,Phoebe,surprise,843,6,7,2,"00:12:53,647","00:12:55,607",q,6
8429,"Wait, but there's no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",Rachel,sadness,843,7,7,2,"00:12:57,026","00:13:05,492",o,7
8430,"Honey, it's gonna be okay.",Chandler,neutral,843,8,7,2,"00:13:06,702","00:13:10,663",o,8
8431,No! No it's not! It's not gonna be okay! It sucks! No swing band! No lilies!,Monica,sadness,843,9,7,2,"00:13:06,702","00:13:14,709",dag,9
8432,"No, y'know what?",Rachel,neutral,843,10,7,2,"0:13:10,831","0:13:12,843",oth,10
8433,It's gonna be okay.,Rachel,neutral,843,11,7,2,"0:13:12,843","0:13:14,757",o,11
8437,"Dr. Geller, there's a seat over here.",Older Scientist,neutral,844,0,4,11,"00:16:32,783","00:16:35,118",s,0
8438,"Thank you, Dr. Phillips, but I'm having my lunch at this table, here in the middle.",Ross,neutral,844,1,4,11,"00:16:36,078","00:16:43,835",s,1
8439,"I'm having lunch right here, with my good friend Joey, if he'll sit with me.",Ross,neutral,844,2,4,11,"00:16:38,789","00:16:45,753",o,2
8440,I will sit with you Dr. Geller.,Joey,neutral,844,3,4,11,"00:16:57,599","00:16:59,600",s,3
8441,"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",Ross,neutral,844,4,4,11,"00:17:04,773","00:17:17,118",s,4
8442,"Now, I look around this cafeteria, and y'know what I see, I see-I see division.",Ross,sadness,844,5,4,11,"00:17:18,787","00:17:22,999",o,5
8443,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,fear,844,6,4,11,"00:17:23,208","00:17:30,673",q,6
8444,"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",Ross,neutral,844,7,4,11,"00:17:32,843","00:17:41,976",ans,7
8445,I'm Ross!,Ross,joy,844,8,4,11,"00:17:45,189","00:17:46,272",s,8
8446,"I'm divorced, and I have a kid!",Ross,joy,844,9,4,11,"00:17:46,940","00:17:49,776",s,9
8447,I'm Joey! I'm an actor! I don't know squat about dinosaurs!,Joey,joy,844,10,4,11,"00:17:55,991","00:18:01,871",s,10
8448,"I'm Ted, and I just moved here a month ago, and New York really scares me.",Another Tour Guide,anger,844,11,4,11,"00:18:04,458","00:18:09,587",s,11
8458,So thanks for the warm welcome.,Doug,neutral,845,0,3,24,"00:04:02,492","00:04:04,034",g,0
8459,"It's good to have you guys on my team, and I come to play.",Doug,joy,845,1,3,24,"0:04:04,327","0:04:07,539",o,1
8460,I hope you do too.,Doug,neutral,845,2,3,24,"0:04:07,539","0:04:08,785",s,2
8461,"Now, let's go out there and get em!",Doug,joy,845,3,3,24,"00:04:08,957","00:04:11,416",s,3
8463,"And remember, there is no I' in team.",Doug,neutral,845,4,3,24,"00:04:08,957","00:04:14,211",o,4
8464,"Yes, but there's two in martini, soo everybody",Chandler,joy,845,5,3,24,"00:04:14,462","00:04:18,465",s,5
8465,You! Chuckles! What's your name?,Doug,neutral,845,6,3,24,"00:04:19,467","00:04:22,302",q,6
8466,"Oh it's Bing, sir. I'm sorry , I was just ah...",Chandler,fear,845,7,3,24,"00:04:22,553","00:04:24,638",ans,7
8467,"No-no, I heard what you said, funny.",Doug,neutral,845,8,3,24,"0:04:24,889","0:04:26,308",s,8
8468,I like funny.,Doug,joy,845,9,3,24,"0:04:26,308","0:04:28,332",o,9
8469,"This team is about hard work, but it's also about having fun.",Doug,joy,845,10,3,24,"00:04:28,559","00:04:31,436",o,10
8470,Good to have you aboard Bing!,Doug,joy,845,11,3,24,"00:04:31,688","00:04:33,689",g,11
8482,"Ross, hi, it's Rachel.",Rachel,neutral,848,0,4,21,"00:14:53,475","00:14:57,145",g,0
8483,"I'm just calling to say that um, everything's fine and I'm really happy for you and your",Rachel,neutral,848,1,4,21,"00:14:57,354","00:15:06,070",o,1
8484,"Rach, I got a message from you.",Ross,neutral,848,2,4,21,"00:15:23,213","00:15:24,923",s,2
8485,Oh my God.,Rachel,surprise,848,3,4,21,"00:15:25,132","00:15:27,592",oth,3
8486,"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",Rachel,sadness,848,4,4,21,"00:15:25,132","00:15:32,138",s,4
8489,You're over me?,Ross,surprise,848,5,4,21,"00:15:37,853","00:15:39,729",s,5
8490,Ohhhhhhhh God.,Rachel,surprise,848,6,4,21,"00:15:39,980","00:15:41,731",oth,6
8491,"Wha... you're uh, you're, you're over me?",Ross,surprise,848,7,4,21,"00:15:41,899","00:15:45,443",s,7
8492,"Ohh, ohh.",Rachel,sadness,848,8,4,21,"00:15:47,321","00:15:50,323",oth,8
8493,"When, when were you... under me?",Ross,surprise,848,9,4,21,"00:15:47,321","00:15:52,200",q,9
8494,"Well, basically, lately, I've uh, I've uh, sort of had feelings for you.",Rachel,neutral,848,10,4,21,"00:15:55,329","00:16:03,461",o,10
8495,"OK, I need to lie down.",Ross,surprise,848,11,4,21,"00:16:04,463","00:16:05,672",s,11
8496,"Hey! I'm in, they're gonna let me audition!",Joey,joy,849,0,5,18,"00:03:53,316","00:03:55,442",s,0
8497,Really? That's great!,Ross,joy,849,1,5,18,"00:03:55,610","00:03:57,152",ap,1
8498,"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",Joey,joy,849,2,5,18,"00:03:57,320","00:04:02,699",o,2
8499,(noticing a kid who has picked up a copy of,Carol,neutral,849,3,5,18,"00:04:04,452","00:04:06,453",oth,3
8500,"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",Joey,joy,849,4,5,18,"00:04:04,452","00:04:10,540",s,4
8501,"Yeah well, he's not gonna get this one.",Ross,joy,849,5,5,18,"00:04:20,176","00:04:23,804",o,5
8502,Ben is way cuter than that kid.,Ross,joy,849,6,5,18,"00:04:20,176","00:04:25,222",o,6
8503,"I mean look at him, look at you,",Ross,disgust,849,7,5,18,"00:04:23,972","00:04:25,222",s,7
