Dialogue_ID,Utterance_ID,Utterance,Emotion
10520,15,"Well, I'll take them.",neutral
10543,0,"Hey, Mark, long time no see.",neutral
10543,1,Julie! It's good to see you again. How have you been?,joy
10543,2,Great. I just got back from a week's vacation in Thailand.,neutral
10543,3,Really? How was it?,neutral
10543,4,Fantastic! I didn't want to come back.,joy
10543,5,I hear the beaches in Thailand are beautiful.,neutral
10543,6,"They are. And not only that the people are friendly, but also the food is delicious, not to mention cheap.",neutral
10543,7,I do like Thai food. Did you see much of Bangkok?,neutral
10543,8,Not much. I've go enough city life in Beijing.,neutral
10543,9,I know what you mean. I could use a vacation myself.,neutral
10543,10,"Hey, wouldn't it be great if we could go to Thailand together sometime?",neutral
10543,11,"Yeah, it sure would.",joy
10558,0,"Hello, who's that speaking?",neutral
10558,1,I am calling about the advertisement for a flat with a bedroom. Do you still have it now?,neutral
10558,2,"Yes, I do.",neutral
10558,3,Is there any furniture in it?,neutral
10558,4,"Yes, it's fully furnished.",neutral
10558,5,What's the rent for a year?,neutral
10558,6,"15,000 Yuan, including water, but electricity and gas.",neutral
10558,7,Where is it located?,neutral
10558,8,It's in International Trade Zone. It's only ten minutes'walk from the nearest subway station.,neutral
10558,9,"That's great. But can you make the rent cheaper, let's see, 12,000 Yuan?",joy
10558,10,The price can be talked over. How about coming around and taking a look at it first?,neutral
10558,11,OK. I will be free at tomorrow afternoon. I'll take a taxi to get there.,joy
10558,12,"All right, see you.",joy
10570,0,How are you doing today?,neutral
10570,1,Very well. Thank you.,neutral
10570,2,What can I help you with?,neutral
10570,3,Do I have any fees to pay?,neutral
10570,4,"As a matter of fact, you do.",neutral
10570,5,How much?,neutral
10570,6,You owe $ 235.13.,neutral
10570,7,That ’ s unbelievable.,surprise
10570,8,Will you be paying some of that off today?,neutral
10570,9,I want to pay all of it off today.,neutral
10570,10,How will you be paying?,neutral
10570,11,I ’ ll be paying with cash.,neutral
10576,0,"hello, do you remember me? I bought some vases from you yesterday.",neutral
10576,1,"yes, you sent them to New York, right?",neutral
10576,2,that's right. I thought I'd come back to buy some more souvenirs.,neutral
10576,3,what did you in mind?,neutral
10576,4,"well, first, I'd like to buy a few postcards. My sister used to always send a postcard to herself whenever she went anywhere. I want to do that, too.",neutral
10576,5,we have plenty of postcards to choose from here. The same designs can be found on these posters.,neutral
10576,6,posters are difficult to travel with. I think I'll just buy the postcards. I heard that you might also have some of the masks that are made in Venice.,neutral
10576,7,"yes, we do. They're on the wall behind you.",neutral
10576,8,how much do they cost?,neutral
10576,9,the prices are clearly marked on the back of each mask. Would you like me to get one down for you to look at?,neutral
10576,10,"yes, I think I'd like the green mask in the middle.",neutral
10576,11,here you go.,neutral
10576,12,"I'll take it, I'd also like to buy some chocolate.",neutral
10576,13,are you looking for some homemade chocolate as a gift.,neutral
10576,14,"yes, it's my girlfriend's birthday today and she loves chocolate.",neutral
10576,15,we've got plenty to choose from here.,neutral
10576,16,they look delicious. I think she'll be pleased.,joy
10585,0,"Mr. Jones, shall we now discuss the packaging?",neutral
10585,1,"Very well. You know, we have definite ways of packaging garments. As to blouses, we use a polythene wrapper for each article, all ready for window display.",neutral
10585,2,"Good. A wrapping that catches the eye will certainly help push the sales. With competition from similar garments producers, the merchandise must not only be good value but also look attractive.",neutral
10585,3,Right you are. We'll see to it that the blouses appeal to the eye as well as to the purse.,neutral
10585,4,What about the outer packing?,neutral
10585,5,"We'll pack them 10 dozens to one carton, gross weight around 25 kilos a carton.",neutral
10585,6,Cartons?,neutral
10585,7,"Yes, corrugated cardboard boxes.",neutral
10585,8,Could you use wooden cases instead?,neutral
10585,9,Why use wooden cases?,neutral
10585,10,I'm afraid the cardboard boxes are not strong enough for such a heavy load.,neutral
10585,11,"The cartons are comparatively light, and therefore easy to handle. They won't be stowed away with the heavy cargo. The stevedores will see to that. Besides, we'll reinforce the cartons with straps. Silk blouses are not fragile goods. They can stand a lot of jolting.",neutral
10585,12,"Maybe you are right, but the goods are to be transhipped at Hamburg or London. If the boxes are moved about on an open wharf, the dampness or rain may get into them. This would make the blouses spotted or ruined.",neutral
10585,13,"No need to worry about that. The cartons lined with plastic sheets are waterproof, and as the boxes are made of cardboard, they will be handled with care.",neutral
10585,14,"Well, I don't want to take any chances. Besides, cartons are easy to cut open, and this increases the risk of pilferage.",neutral
10585,15,Tampering with cartons is easily detected. I should say that this rather discourages pilferage.,neutral
10585,16,"Maybe so, but I'm afraid that in case of damage or pilferage, the insurance company will refuse compensation on the ground of improper packing, or packing unsuitable for sea voyage.",neutral
10585,17,"But cartons are quite seaworthy. They are extensively used in our shipments to continental ports. There are never any complaints from our clients, and our insurance company has also approved such packing for W. P. A. and T. P. N. D.",neutral
10585,18,"If you could guarantee compensation in case the insurance com - any refuses to honor a claim for faulty packing, we would be quite willing to accept cartons.",neutral
10585,19,"I'm sorry, but we can't take on any responsibility that is beyond our functions and powers. We'll make sure that the packing is seaworthy, but we can't commit ourselves to being responsible for every kind of mishap.",neutral
10585,20,I can understand your position. Perhaps I'm asking too much.,neutral
10585,21,"We'll use wooden cases if you insist, but the charge for packing will be considerably higher, and it also slows delivery.",neutral
10585,22,"Well, I'll call you immediately for instructions on the matter.",neutral
10585,23,Please do. I'll be waiting for your reply.,neutral
10589,0,I'm looking for some fresh produce that's on sale.,neutral
10589,1,"Well, we just got in some mangoes.",neutral
10589,2,Mangoes. What are they?,neutral
10589,3,"Well, it's a fruit with a big nut in it.",neutral
10589,4,Can you eat the nut?,neutral
10589,5,"No, you peel off the skin and throw out the nut.",neutral
10589,6,How much are they?,neutral
10589,7,"Well, the sale price is $ 1 each.",neutral
10589,8,What does a mango taste like?,neutral
10589,9,They're like a citrus fruit.,neutral
10589,10,How do I know if it's ripe?,neutral
10589,11,You can buy them hard. Wait a few days for them to develop a soft feel.,neutral
10589,12,Where do they come from?,neutral
10589,13,Most of them in this store are from Mexico.,neutral
10591,0,Good morning. Mrs.Smith.,neutral
10591,1,"Good morning! Can you help me, please? I'm looking for some books for my mother.",neutral
10591,2,"Well, what kind of books does she like?",neutral
10591,3,She's very fond of detective stories?,neutral
10591,4,I see. Has she read any detective stories?,neutral
10591,5,"Oh, yes!",joy
10591,6,Do you know if she's read this one?,neutral
10591,7,"I'm not sure, but she probably won't remember if she has! She's very forgetful!",neutral
10591,8,Ah! She has a bad memory. How old is she?,neutral
10591,9,She's eighty-seven.,neutral
10591,10,I suggest you take this book. It's very exciting.,neutral
10591,11,Thank you. That's a good idea. she likes exciting books. Can you suggest another one?,joy
10599,0,Why do you choose our company to apply for a job?,neutral
10599,1,I wish to have a job in which I can make good use of my strengths and have further improvement. And your company meets all my requirements.,neutral
10599,2,Have you got a clear idea about our company?,neutral
10599,3,"Yes, I have purposefully done some homework in advance.",neutral
10599,4,Have you tried other companies?,neutral
10599,5,"Actually, I have applied to several companies recently. But I am most satisfied with your company.",neutral
10599,6,Will you take a job which is not in line with your major?,neutral
10599,7,"Admittedly, I hope it is a job in line with my specialty. But I will make the best effort to do the job whatever is assigned to me.",neutral
10599,8,How long would you work here if you were admitted?,neutral
10599,9,I would continue to work in the company as long as the job suits me well.,neutral
10599,10,Do you expect a high salary?,neutral
10599,11,"In my mind, salary is not the most important thing.",neutral
10602,0,"hi, my name's Abby. What's your name?",neutral
10602,1,I'm colin. It's nice to meet you. What do you do?,neutral
10602,2,I'm a freelance English teacher. How about you?,neutral
10602,3,I'm in between jobs at the moment.,neutral
10602,4,what kind of job are you looking for?,neutral
10602,5,I'd like to find a job with flexible hours in the IT field.,neutral
10602,6,have you ever thought about becoming a freelance IT consultant?,neutral
10602,7,no. Is it difficult to find such a job?,neutral
10602,8,not if you are good at net-working. Do you like to meet new people?,neutral
10602,9,yes. I'm pretty out-going and friendly.,neutral
10602,10,do you have experience in the IT field?,neutral
10602,11,I have some. I worked in the IT department at a language school for four years in Spain.,neutral
10602,12,do you speak Spanish?,neutral
10602,13,"yes, but not fluently.",neutral
10602,14,that's OK. Have you sent your CV out to anyone yet?,neutral
10602,15,I've sent my CV to dozens of companies but nobody has got back to me.,neutral
10602,16,did you write a clear objective in your resume?,neutral
10602,17,"no, because I didn't know what I wanted to do.",neutral
10602,18,I think you need to update your CV. Bring it over to my office tomorrow and I'll help you with it.,neutral
10602,19,"thanks, I will. I'll see you tomorrow then!",joy
10609,0,What can I do for you?,neutral
10609,1,I ’ m in need of your services.,neutral
10609,2,What do you need me for?,neutral
10609,3,I have a court date coming up.,neutral
10609,4,What are you being charged with?,neutral
10609,5,It ’ s the felony charge.,neutral
10609,6,I ’ m willing to provide my services.,neutral
10609,7,What ’ s your rate?,neutral
10609,8,I work for $ 150 an hour.,neutral
10609,9,That ’ s too high.,neutral
10609,10,That ’ s what I charge.,neutral
10609,11,I ’ ll hire you anyway.,neutral
10622,0,Finally we're on board!,neutral
10622,1,Yes. It was so crowded. I'm worn-out. Let's find our seats.,neutral
10622,2,Are they window seats or aisle seats?,neutral
10622,3,"Let me see... yes, one window seat and one aisle.",neutral
10622,4,Ok. But can I trade my seat with you? I prefer the one near the window. I'm a terrible flyer. I always get airsick and can never relax until after I've landed.,neutral
10622,5,That's fine. I'd like to be on the aisle anyway. It's easier to get in and out.,neutral
10622,6,Thanks. Where shall we put our luggage?,neutral
10622,7,"I think the smaller carry-on bag can go in the overhead compartment, and the others can go under the seat.",neutral
10622,8,Good idea.,neutral
10622,9,Don't forget to keep the seat belt on.,neutral
10622,10,Ok. Hope it's a pleasant trip.,neutral
10622,11,Yes!,neutral
10622,12,And no hijackers.,neutral
10622,13,"Oh, you have too wild of an imagination.",neutral
10628,0,I need a room for a few days.,neutral
10628,1,That won't be a problem. Could you please tell me your name?,neutral
10628,2,John Sandals. That's S A N D A L S.,neutral
10628,3,"Sir, I'm Michelle, and I run the front desk. Please tell me the days you'll be here.",neutral
10628,4,"I'll be there in April Friday through Monday, the 14th through the 17th.",neutral
10628,5,"We recently changed many things here, sir, including our prices. Do you mind, sir?",neutral
10628,6,Possibly. What's the actual price?,neutral
10628,7,The price will be $ 308 a night.,neutral
10628,8,$ 308! That's not bad.,neutral
10628,9,"Very good. Now, Mr. Sandals, about the room, smoking or nonsmoking?",neutral
10628,10,"Nonsmoking, definitely!",neutral
10628,11,"Most of our clients prefer nonsmoking. Now, does a queen sound okay?",neutral
10628,12,"Yes, that'll be just fine.",neutral
10628,13,"One more second, sir. Your reservation is now verified, so all I need is your phone number.",neutral
10628,14,It's 626-555-1739.,neutral
10628,15,"Let me repeat that 626-555-1739. Okay, sir, we look forward to seeing you in April!",joy
10640,0,"Hi, Mr. Smith. I ’ m Dr. Hawkins. Why are you here today?",neutral
10640,1,I thought it would be a good idea to get a check-up.,neutral
10640,2,"Yes, well you haven ’ t had one for... five years. You should have one every year.",neutral
10640,3,"I know. I figure as long as there ’ s nothing wrong, why go see the doctor?",neutral
10640,4,"Well, the best way to avoid serious illnesses is to find out about them early. So, try to come at least once a year for your own good.",neutral
10640,5,O. K.,neutral
10640,6,"Let me see here. Your eyes and ears look fine. Take a deep breath, please. Do you smoke, Mr. Smith?",neutral
10640,7,Yes.,neutral
10640,8,"Smoking is the leading cause of lung cancer and heart disease, you know. You really should quit.",neutral
10640,9,"I ’ Ve tried a hundred times, but I just can ’ t seem to kick the habit.",neutral
10640,10,"Well, we have classes and some medications that might help. I ’ ll give you more information before you leave.",neutral
10640,11,"O. K., thanks, doctor.",neutral
10652,0,May I take your order?,neutral
10652,1,"We'd like this course for two, please.",neutral
10652,2,I'm afraid this course is for four persons.,sadness
10652,3,"Well, can't you make it for two only?",neutral
10652,4,"I'm afraid not, sir.",sadness
10652,5,"I see. Well, what do you recommend then?",neutral
10652,6,I would recommend a soup with two or three small dishes.,neutral
10652,7,"Right, we'll have these three.",neutral
10652,8,Would you like rice with your meal?,neutral
10652,9,"No, thanks.",joy
10652,10,"Thank you, sir. Just a moment, please.",joy
10659,0,"Fill it up, PLS.",neutral
10659,1,"Premium or regular, Madam?",neutral
10659,2,"Premium, PLS. Could you check my tyres, too? I think they need air.",neutral
10659,3,"No problem, Madam. Should I check the air in the spare tyre as well?",joy
10659,4,I don't think so. It's brand-new.,neutral
10659,5,Should I clean the windshield for you?,neutral
10659,6,"Yes, PLS. I also need you to check the oil and the radiator.",neutral
10659,7,"All right, Madam. It's ok. There is hardly any water in the radiator. It's dangerous, Madam. You could break down, because of the heat you know.",neutral
10659,8,Pls fill it up with water then.,neutral
10659,9,"Anything you say, Madam.",neutral
10659,10,Do you take credit card?,neutral
10659,11,"No, we don't. I am sorry. It's 30 dollars and 10 cents in total.",neutral
10659,12,30 dollars and 10 cents? Here you go.,neutral
10659,13,"Thank you, Madam. Have a nice drive!",joy
10665,0,"Hello, may I speak to Alice please?",neutral
10665,1,This is she. How's it going?,neutral
10665,2,I've been trying to call you all day.,neutral
10665,3,Sorry about that. I was cleaning up.,neutral
10665,4,It's okay.,neutral
10665,5,So what were you calling me about?,neutral
10665,6,"Oh, I just wanted to see if you wanted to hang out tomorrow.",neutral
10665,7,"Sure, what did you want to do?",neutral
10665,8,Maybe we can go see a movie or something.,neutral
10665,9,That sounds like fun. Let's do it.,neutral
10665,10,I'll see you tomorrow then.,joy
10665,11,See you then. Goodbye.,joy
10677,0,I have to find a living room set.,neutral
10677,1,Where are you planning on looking for one?,neutral
10677,2,I don't know.,neutral
10677,3,I can tell you where I got mine.,neutral
10677,4,Where did you go to find yours?,neutral
10677,5,IKEA has beautiful furniture.,neutral
10677,6,Does the furniture from IKEA cost a lot?,neutral
10677,7,The furniture cost a couple thousand dollars.,neutral
10677,8,How good of quality is the furniture?,neutral
10677,9,It's very sturdy. You get what you pay for.,neutral
10677,10,I don't mind paying for quality workmanship.,neutral
10677,11,I assure you that you're paying for quality.,joy
10718,0,"Mom, am I like a superman? All I need is a cape.",neutral
10718,1,"No, just a super-boy.",neutral
10718,2,"Mom, you always think of me as a child.",neutral
10718,3,"Yes, because a real man doesn't need Mom to worry about him so much. He can do things by himself.",neutral
10718,4,Sure!,neutral
10718,5,"Oh, my poor Danny, sure, you are a man. But you know, running like this in street is very dangerous.",neutral
10718,6,Superman is not afraid of any danger.,neutral
10718,7,Do you remember the rules of road safety?,neutral
10718,8,What?,neutral
10718,9,Walk the sidewalk and please right-hand side.,neutral
10718,10,Don't play on the street or make any noise.,neutral
10718,11,"Yes, so you still remember, ah.",neutral
10718,12,"Dear Mom, please permit of superman's naughty.",neutral
10725,0,"Hello, may I help you?",neutral
10725,1,"Yes, I'd like to have this parcel delivered to Shanghai.",neutral
10725,2,"Oh, we only take care of mail. For parcels, you can go to the next window.",neutral
10725,3,"Thanks!... Hello, I have a parcel to deliver.",joy
10725,4,Where do you need it to be delivered to?,neutral
10725,5,I want to post it to Shanghai.,neutral
10725,6,"OK, please fill out this form.",neutral
10725,7,"Sure, what's the postcode of Shanghai?",neutral
10725,8,"Wait a moment, let me check it out for you. It's 200085.",neutral
10725,9,"Thanks, here you go. What's the postage, please?",joy
10725,10,"Hold on, let me put it on the scale. It weighs up to 10kg and that will be 30 Yuan, please.",neutral
10725,11,Ten kg! Dear Shirley must have put a lead ball in it!,surprise
10738,0,"Are you ready to order, sir?",neutral
10738,1,Yeah. I have a fancy for some wine tonight. Can you recommend something for me?,neutral
10738,2,Our red wine is very famous. I'd suggest you try that.,neutral
10738,3,All right. What kind of red wine do you serve?,neutral
10738,4,Here are a variety of red wines for you to choose. You can have a taste then make your decision then. Here is the wine menu.,neutral
10738,5,The dry red wine looks quite good. I'd like to try this one.,neutral
10738,6,Then do you like any cheese to go with it?,neutral
10738,7,Why? Do I have to order that?,neutral
10738,8,"Oh, no. But cheese is the best thing to go with red wine. And we have really fresh cheese which will be free if you order red wine. Here are the pictures. Pick out something you like.",neutral
10738,9,That's really nice. I'd like this one. It looks very attractive.,joy
10738,10,What would you like for appetizer and dinner?,neutral
10738,11,Croissant for appetizer and two beef steaks for dinner.,neutral
10738,12,"How do you want your steaks, rare, medium or well-done?",neutral
10738,13,"Medium, please?",neutral
10738,14,Anything for dessert?,neutral
10738,15,Sure. We'd like to have Black Forest Cake for dessert.,neutral
10738,16,OK. Please wait for s while. We'll get it done quickly!,joy
10760,0,"oh, Sam! Is this your dog?",neutral
10760,1,"it's Cindy, you know that. Hey, Cindy, say hello to Maria.",neutral
10760,2,"Cindy, you're so cute.",joy
10760,3,"she is also very naughty. By the way, do you have a dog, Maria?",neutral
10760,4,I have a little white cat.,neutral
10760,5,"Oh, a cat? Come on.",surprise
10760,6,"yes, cats are always gentle. and they don't need a lot of space since they're small.",neutral
10760,7,"but I think they're dull, aren't they?",neutral
10760,8,not at all. They're quiet most of the time.But they can be every bit as affectionate as dogs.,neutral
10760,9,"well, cats are certainly more independent.",neutral
10760,10,"absolutely. Believe it or not, I found my cat by a garbage can around my neighborhood two years ago.",neutral
10760,11,"oh, really? so you just took home a stray cat?",surprise
10760,12,yes. It was starving and looking for something to eat when I saw it.,neutral
10760,13,Poor cat.,neutral
10760,14,now we get along very well. It makes me feel that I'm someone special.,joy
10805,0,"Hi, excuse me sir? I ’ m looking for a dress shoe. My usual pair that I ’ Ve had for years have finally been stretched out of shape. They don ’ t provide any support anymore.",neutral
10805,1,"Sure, what kind of shoe are you looking for? We ’ Ve got strappy sandals, sleek high heels, edgy pumps, or if you ’ re looking for something a little more practical, we ’ Ve got Mary Janes, ballerinas.",neutral
10805,2,"Show me some classic high heels, please.",neutral
10805,3,"Ok, right this way. What color did you have in mind?",neutral
10805,4,Black. Classic.,neutral
10805,5,"Of course. We ’ Ve got this style here that is very popular. Because it ’ s an open-toe shoe, you can wear it any time of the year. They look great on everyone.",neutral
10805,6,Umm. too shiny. And I wear pantyhose with my shoes so let ’ s look for a closed-toe shoe.,neutral
10805,7,"OK, these are a very nice pair of leather shoes with a two-inch heel so they are very comfortable.",neutral
10805,8,I don ’ t like the pointed toes. Let me take a look at what else you have. Too high. That one looks like the back would cut into my heel. I have a high instep so I doubt that one will fit properly.,neutral
10805,9,What size?,neutral
10805,10,Seven-and-a-half.,neutral
10805,11,Here we are. How does it fit?,neutral
10805,12,"Hmmm.Not good. They ’ re too tight.The length is right, but the shoe is too narrow and it ’ s pinching my toes. And there ’ d be no room for my insoles. You know what? I don ’ t think I have the patience fo",neutral
10805,13,"Have a nice day, Ma ’ am.",joy
10810,0,Order in the court!,neutral
10810,1,I would like to make my plea.,neutral
10810,2,What is it?,neutral
10810,3,I would like to plead not guilty.,neutral
10810,4,You do realize that all the evidence points to you?,neutral
10810,5,I know. But I did not do it.,neutral
10810,6,How do you figure that?,neutral
10810,7,I didn ’ t commit the crime.,neutral
10810,8,Do you know who did?,neutral
10810,9,"If I tell you who did, will you release me?",neutral
10810,10,I ’ m sure we can work out some kind of deal.,neutral
10810,11,I ’ ll tell you all you need to know.,neutral
10830,0,Hey! I just bought one of those new Japanese cell phones! It's loaded with extras.,joy
10830,1,What does it do?,neutral
10830,2,It's got a built-in video camera so you can see the person you're talking to. It also takes stills and I can use the E-mail mode to send digital pictures straight to my friend's phone!,joy
10830,3,Wow! What else does it do?,joy
10830,4,I can plug it into a folding keyboard to type in message mode. I can even surf the net.,joy
10830,5,Cool! Anything else?,joy
10830,6,"Yes. With the 60 - second digital memory, I can record my voice and send it using voice message mode.",neutral
10830,7,Wow!,joy
10830,8,You'll love this! I can use a stylus to draw a map on the touch screen and then use the fax mode to send it to another phone.,joy
10830,9,"Man, that's amazing. It must have cost a bundle.",joy
10830,10,Nah! It was cheap!,joy
10847,0,"Hi! Good morning, Sarah!",neutral
10847,1,"Good morning, Dr Lee.",neutral
10847,2,I have not seen you for a long time. How are you?,neutral
10847,3,Not very well.,neutral
10847,4,What are your symptoms?,neutral
10847,5,"I have nausea, and I am dizzy. Also I have a abdominal pain.",neutral
10847,6,Where is the pain? Could you show me please?,neutral
10847,7,Here.,neutral
10847,8,"What kind of pain? Sharp pain, dull pain or severe pain?",neutral
10847,9,Sharp pain.,neutral
10847,10,Is the pain continuous?,neutral
10847,11,"No, It is not continuous. It comes and goes.",neutral
10847,12,Please lie down over there.,neutral
10847,13,All right.,neutral
10847,14,Does it hurt when I push here?,neutral
10847,15,No.,neutral
10847,16,What about here?,neutral
10847,17,Not really.,neutral
10847,18,How long have you been like this?,neutral
10847,19,For about a month.,neutral
10847,20,How about your appetite?,neutral
10847,21,I am eating pretty good.,neutral
10847,22,How about your bowel movements?,neutral
10847,23,No constipation. Everything seems OK.,neutral
10853,0,"Hi, what can I get for you?",neutral
10853,1,"Hello, may I have a double cheeseburger?",neutral
10853,2,With everything on it?,neutral
10853,3,That sounds great.,joy
10853,4,Did you want fries with your order?,neutral
10853,5,May I get a large order of curly fries?,neutral
10853,6,Did you want something to drink?,neutral
10853,7,Get me a medium Pepsi.,neutral
10853,8,Would you like anything else?,neutral
10853,9,"No, thank you. That's it.",joy
10853,10,"No problem, that'll be $ 5.48.",joy
10853,11,Thanks a lot. Keep the change.,joy
10863,0,"Hello, Who's that speaking?",neutral
10863,1,I am calling about the advertisement for a flat with a bedroom. Do you still have it?,neutral
10863,2,"Yes, I do.",neutral
10863,3,Is there any furniture in it?,neutral
10863,4,"Yes, It's fully furnished.",neutral
10863,5,What's the rent for a year?,neutral
10863,6,"15,000 yuan, including water, but not electricity and gas.",neutral
10863,7,Where is it located?,neutral
10863,8,It's in the International Trade Zone. It's only ten minutes'walk from the nearest subway station.,neutral
10863,9,"That's great. But can't you make the rent cheaper, Let's see, 12,000 yuan?",joy
10863,10,The price can be talked over. How about coming around and taking a look at it first?,neutral
10863,11,OK. I will be free tomorrow afternoon. I'll take a taxi to get there. See you.,joy
10863,12,"All right, see you.",joy
10864,0,It is quite important to be a good listener in the interview.,neutral
10864,1,Listening carefully can show you understand and respect the speaker.,neutral
10864,2,It can show your good attainment as well.,neutral
10864,3,"Besides, you can pick up some helpful information from the talk.",neutral
10864,4,"First of all, you should keep proper posture and make eye contact with the speaker with a smile.",neutral
10864,5,"To show that you have understood what is said, you can nod or ask simple questions at the right time.",neutral
10864,6,And your statement should be clear and brief to the point.,neutral
10864,7,Never should you interrupt on a unfamiliar topic.,neutral
10864,8,"Sure, in order not to leave a bad impression on the interviewer.",neutral
10864,9,"Additionally, don't show any impatience to a repeated topic.",neutral
10864,10,Don't be absent-minded even when you are not interested in the talk.,neutral
10864,11,"In a word, any impolite behavior should be avoided in the listening.",neutral
10873,0,Front desk. May I help you?,neutral
10873,1,I ’ m going to check out tomorrow. Then we ’ ll be back in a week ’ s time. Can I leave my luggage here.,neutral
10873,2,Yes. Sure. You do have storage service. When will be checking out tomorrow?,neutral
10873,3,About nine thirty in the morning.,neutral
10873,4,Shall we arrange a bail boy to pick up your luggage at nine o ’ clock?,neutral
10873,5,Sure.,neutral
10873,6,May I have your room number please?,neutral
10873,7,1218.,neutral
10873,8,1218. we ’ ll collect your luggage at nine o ’ clock tomorrow. Would you then come to the front desk to get your storage receipt please?,neutral
10873,9,Thank you very much.. Bye.,joy
10873,10,You ’ re welcome. Good-Bye.,neutral
10875,0,I'm going to the bank.,neutral
10875,1,What do you need to do?,neutral
10875,2,I need to withdraw some money.,neutral
10875,3,How are you going to do that?,neutral
10875,4,I'll just use the ATM.,neutral
10875,5,What's that?,neutral
10875,6,It's the Automatic Teller Machine.,neutral
10875,7,It gives you money?,neutral
10875,8,I just insert my debit card into the machine.,neutral
10875,9,And it gives you money?,neutral
10875,10,"Well, it gives me money, but it's my own money.",neutral
10875,11,Oh. What good is that? I thought it gave you free money.,joy
10882,0,Good evening. Do you have a reservation?,neutral
10882,1,"No, we don't.",neutral
10882,2,How many people are you together?,neutral
10882,3,Just two people.,neutral
10882,4,"Would you like to sit in a smoking section, a non-smoking section or whatever comes open first?",neutral
10882,5,We prefer non-smoking section.,neutral
10882,6,I am awfully sorry but there are no vacancies left now. Would you like to wait for a moment?,sadness
10882,7,How long a wait do you think there ’ ll be?,neutral
10882,8,I think about ten minutes.,neutral
10882,9,"Ok, we'll wait a while.",neutral
10882,10,I am sorry for making you wait so long. Now there is a table available in non-smoking section. Please follow me.,sadness
10882,11,Thank you.,joy
10882,12,This is the menu. Are you ready to order now?,neutral
10882,13,"Well, I think I'd like to have a tomato sausage soup first. And the same for him, please.",neutral
10882,14,"Yes, and what would you like to drink?",neutral
10882,15,One goblet of red wine and one bottle of beer please.,neutral
10882,16,Would you like a dessert?,neutral
10882,17,What special kind of desserts do you have?,neutral
10882,18,"Lemon pie, hot cake in syrup, chocolate sundae and custard pudding.",neutral
10882,19,"Well, I think we will order after we finish the main course.",neutral
10882,20,All right. I'll bring your soup right away.,joy
10897,0,"Hello, I am calling about my cable service.",neutral
10897,1,What's the problem?,neutral
10897,2,For the past week my cable hasn't been working.,neutral
10897,3,"I apologize, but the cable has been down lately.",neutral
10897,4,Do you know when it is going to start working again?,neutral
10897,5,"Give it a couple days, and it should be back on.",neutral
10897,6,Will I still have to pay for the cable while it's not working?,neutral
10897,7,"Since it's not working, I'm going to give you a credit.",neutral
10897,8,So I don't have to pay anything?,neutral
10897,9,You won't pay anything until your cable starts working again.,neutral
10897,10,"Okay, thank you very much for your help.",joy
10897,11,No problem. Thank you for being so understanding.,joy
10905,0,Dutton Hotels. How may I help you today?,neutral
10905,1,I wanted to check rates and availability for your San Francisco location.,neutral
10905,2,"Certainly, I can help you with that. Will that be the downtown or waterfront location?",neutral
10905,3,The waterfront location.,neutral
10905,4,What date do you plan to check in?,neutral
10905,5,I'd like to check in on October 12th and check out the 15th.,neutral
10905,6,"Okay, let me see what we have. For how many?",neutral
10905,7,"One. And, if possible, I'm looking for a non-smoking room.",neutral
10905,8,"Sure, we have a non-smoking queen with an ocean view for $ 189 or a standard room with a courtyard view for $ 139 a night.",neutral
10905,9,I'd like to book the standard room.,neutral
10905,10,"Okay, your last name?",neutral
10905,11,Rama.,neutral
10905,12,"And, your first name?",neutral
10905,13,Jeff.,neutral
10905,14,"Okay, I have you booked in a standard non-smoking queen, checking in on October 12th and departing the 15th. What major credit card would you like to use to guarantee the reservation?",neutral
10905,15,A Visa.,neutral
10905,16,The number and expiration?,neutral
10905,17,It's 7388-2424- 3535-1818 and the expiration is 05/08.,neutral
10905,18,Your confirmation number is PD672. Is there anything else I help you with?,neutral
10905,19,"No, that's all. Thanks.",joy
10905,20,Have a nice day and thanks you for calling Dutton Hotels.,joy
10907,0,Are you ready?,neutral
10907,1,Ready for what?,neutral
10907,2,Ready for the big switch.,neutral
10907,3,What are you talking about?,neutral
10907,4,The nation is switching to digital TV.,neutral
10907,5,Oh. Of course I'm ready.,neutral
10907,6,Did you buy the converter?,neutral
10907,7,"No, I don't need a converter because I bought a digital TV.",neutral
10907,8,How much was that?,neutral
10907,9,It was only about $ 120 for a 13 - inch screen.,neutral
10907,10,Does it pick up any digital channels?,neutral
10907,11,"Oh, yes. I get six Korean channels but nothing in English!",anger
10922,0,Do you have any other questions?,neutral
10922,1,I want to know about fees.,neutral
10922,2,Which fees?,neutral
10922,3,Overdraft fees.,neutral
10922,4,You will be required to pay a small fee for every time you overdraft.,neutral
10922,5,How much is the fee?,neutral
10922,6,You'll have to pay $ 25 every time you overdraft.,neutral
10922,7,That ’ s a small fee?,neutral
10922,8,It should stop you from overdrafting.,neutral
10922,9,"You would think it would, but it most likely won ’ t.",neutral
10922,10,Can I help you with anything else?,neutral
10922,11,That ’ s it for today. Thank you.,neutral
10926,0,Can I help you?,neutral
10926,1,Yes. When is the next train to New York City?,neutral
10926,2,"Let me see... the train to New York City... here it is... daily except Sunday at 10,30, 12,20 and 15,10.",neutral
10926,3,Aren't there any trains before 10:30?,neutral
10926,4,"Sorry, not before 10:30.",neutral
10926,5,Then one to New York at 10:30.,neutral
10926,6,One way or round trip?,neutral
10926,7,One way.,neutral
